id,order_id,score_anomalie,type_fraude
6d08a100-aa10-415c-8a57-b284d706f1a5,08ea18c8-1e7d-4947-9349-c36d327d124b,0.015323121771330106,VELOCITY
7e1811c8-9bf9-45ad-874d-4a7c09d2c07d,6ce3cb76-47a3-4aef-8d95-97930b3053ff,0.015323121771330106,VELOCITY
7a363d8a-dda7-4759-b4cb-c2a6f94c516a,a8265838-af1f-4f1c-9531-cdd45596f069,0.015323121771330106,VELOCITY
1ccc5493-c20e-46fb-911a-09bb84f00559,66b02ace-f2d7-4a2a-87ac-69f4767e40ae,0.015323121771330106,VELOCITY
0d805855-c397-4194-9644-f97ff636cf37,cd62a385-e42f-47fd-919b-f48581d9f671,0.015323121771330106,VELOCITY
62f34e8e-ccfb-4557-80f6-f3bc6020c032,64345377-7f92-4ff1-81ec-55740e96d340,0.015323121771330106,VELOCITY
749dd2f9-5412-496e-9e69-7dda836658fb,803030ae-1603-4cbe-a9d4-a59a92296751,0.015323121771330106,VELOCITY
e077a534-d787-4f18-917d-58046696ea1e,c9557e5f-b1de-4081-9ed9-52c34a8a9b63,0.015323121771330106,VELOCITY
374e3b9d-30a2-4ffb-a2f9-187b53235358,b7b5ee37-52b7-44b8-b234-0361c6007bec,0.015323121771330106,VELOCITY
fc9c445f-e8ab-4dd6-a82e-216be92a89b6,e0b1138d-eeb1-4a7b-a797-24b200a43078,0.015323121771330106,VELOCITY
bb67bb7f-573d-4943-b572-5f30ab22d3d3,5386298f-6245-4855-9e69-2d2c5496290d,0.015323121771330106,VELOCITY
7b9cc6ab-71b1-48aa-82de-cf6ddff82eb5,933a424e-bb79-4952-ab61-9ed911db1c67,0.015323121771330106,VELOCITY
0447b2ab-76bf-4aa3-b79a-bd772123be3d,a814c30c-0d67-4268-b744-e864ea404d8d,0.015323121771330106,VELOCITY
0009b495-5b62-4835-817f-48029121aa47,1c61edc2-1f2a-4b8b-9740-57b38ddae451,0.0430031476610051,VELOCITY
e3bebfe2-8f2d-4c66-bc29-3c9fd49bb291,89fb1d32-beb8-49df-a344-cbbdb7aaf584,0.0430031476610051,VELOCITY
48c2b4ae-9f93-4789-b934-087f4e30b423,2fdc71f0-2352-4dd4-85d8-56c6a8999bb6,0.0430031476610051,VELOCITY
244f132b-3b4d-472a-906a-9b7c5b7dbce6,5a9a08f3-08aa-4d9c-8400-d636f53ac45d,0.06906417599181036,VELOCITY
ab687308-17b0-4525-a4f9-ff709946ea87,1f47b9ed-b5a1-453e-aa5e-f210cb8e6c40,0.06906417599181036,VELOCITY
84c56990-aa18-4943-88de-e4923dabdb15,ca004d90-9eb8-4bd5-ab05-74604d74912f,0.04622932325027751,VELOCITY
24a88fc8-3cde-4631-8dfe-13f2490047fc,993655d3-6e53-4f4f-8b91-039a1303270e,0.01493310764299327,VELOCITY
6f5dd2a1-fc7e-4b3b-b106-ed1cbac494a1,c2094ab8-c8b9-4e1a-8505-b771783bb36c,0.012509944374244908,VELOCITY
e0f9f8dd-e3bd-470e-bd48-92f12fc628f8,b595b659-2523-45a9-8ec8-00e3c967f6a2,0.04523247459023494,VELOCITY
0adc5ace-935e-4481-b01e-242610a87e34,d16bde34-0645-4cd6-82a4-b25a2095f611,0.006901529519709904,VELOCITY
979ae3b2-aaf0-47e1-b4d0-256069e1816f,421defc9-d44d-4ded-a0dd-204fe8ad18b4,0.008426438073722231,VELOCITY
2b281c2f-fce0-4d4d-afd4-78ed0576dedc,84f9cdec-63e2-46b1-a723-ee18d8cfacb1,0.0290922443646231,VELOCITY
bbbbb745-1b94-448c-8e75-c07fa1717eb9,252c348b-facc-4f78-bca5-06bcdce315f8,0.028451784698446336,VELOCITY
db137fcf-a960-4b68-993b-4889b91631cd,411d3697-c7df-4262-a852-47792d078e77,0.059660833644149536,VELOCITY
e96f4d8d-653d-4f6a-a408-2758e4edc5a6,e7892b13-5125-48ed-8293-825e28b9ec21,0.059660833644149536,VELOCITY
5f4f2c08-e70d-44e4-a9ef-a5a0232feda9,dde845d0-e045-4b97-a35d-5ad937bce6b7,0.012672464758891278,VELOCITY
1dd5cbb4-3168-422a-9cae-b3b95a804ecd,7a1c6a6a-155f-4282-8fa3-8b17ee91a077,0.012672464758891278,VELOCITY
19976994-4a08-4bee-ad43-548f7d8538af,657ee037-5bf1-4bed-9e79-877b3250a4e8,0.005059945546373235,VELOCITY
90faa85b-72a9-4deb-b722-c599ec9f8c6d,b64d5972-04cc-484c-81f9-ff1266c16a87,0.01984468168826814,VELOCITY
3a8de238-08c7-4c64-92b3-118af584a03b,f0802254-cc57-476a-9302-ad7bcdc11b0f,0.01984468168826814,VELOCITY
9e9e08c4-fccd-4904-a981-502a70e30930,dd3d40f6-392e-433d-b885-3c75224b386f,0.01984468168826814,VELOCITY
92c4a606-404b-43aa-8fed-ea3fb30cc983,0f5e225d-2d4e-48af-8b42-33225ec4b448,0.021261305650679074,VELOCITY
